LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
6.0,7.0,0.0,0.0,4.0,4.0,1.0,20.0,20.01,27.95,15636.44,0.19,119.0,0.04,868.69,559.35,41.0,78.0,11.0,15.0,28.0,b'Y'
6.0,5.0,0.0,8.0,3.0,3.0,1.0,25.0,36.64,19.72,14249.09,0.24,134.0,0.05,791.62,722.57,58.0,76.0,25.0,17.0,39.0,b'Y'
7.0,13.0,0.0,10.0,7.0,4.0,6.0,32.0,45.45,17.42,13788.32,0.26,141.0,0.06,766.02,791.67,55.0,86.0,30.0,19.0,51.0,b'Y'
5.0,7.0,0.0,9.0,4.0,3.0,1.0,31.0,28.78,21.86,13747.33,0.21,119.0,0.05,763.74,628.96,51.0,68.0,21.0,18.0,45.0,b'N'
5.0,11.0,0.0,0.0,6.0,5.0,1.0,26.0,18.38,25.8,12233.66,0.16,94.0,0.04,679.65,474.17,43.0,51.0,15.0,18.0,33.0,b'N'
4.0,17.0,0.0,0.0,9.0,1.0,8.0,32.0,19.4,25.97,13078.34,0.17,99.0,0.04,726.57,503.66,41.0,58.0,15.0,19.0,38.0,b'N'
0.0,11.0,0.0,0.0,10.0,10.0,1.0,34.0,55.85,16.47,15152.09,0.31,163.0,0.06,841.78,919.95,70.0,93.0,34.0,16.0,36.0,b'N'
8.0,7.0,0.0,0.0,4.0,2.0,3.0,33.0,48.0,16.07,12400.95,0.26,144.0,0.06,688.94,771.49,62.0,82.0,27.0,14.0,43.0,b'N'
5.0,15.0,0.0,7.0,9.0,2.0,9.0,44.0,36.31,20.9,15860.19,0.25,139.0,0.05,881.12,758.86,55.0,84.0,25.0,19.0,58.0,b'Y'
5.0,5.0,0.0,3.0,3.0,2.0,1.0,26.0,36.31,20.52,15293.66,0.25,141.0,0.05,849.65,745.24,59.0,82.0,23.0,16.0,36.0,b'N'
5.0,3.0,0.0,0.0,2.0,1.0,1.0,18.0,18.09,27.43,13609.37,0.17,127.0,0.04,756.08,496.18,48.0,79.0,7.0,8.0,26.0,b'Y'
3.0,11.0,0.0,0.0,6.0,5.0,6.0,22.0,27.22,23.18,14625.44,0.21,117.0,0.04,812.52,630.9,51.0,66.0,22.0,20.0,25.0,b'N'
4.0,9.0,0.0,0.0,5.0,5.0,1.0,34.0,67.13,13.41,12075.16,0.3,163.0,0.07,670.84,900.34,76.0,87.0,34.0,12.0,40.0,b'N'
8.0,5.0,1.0,5.0,2.0,1.0,1.0,32.0,39.81,18.24,13244.14,0.24,133.0,0.05,735.79,726.1,48.0,85.0,25.0,19.0,50.0,b'N'
3.0,5.0,0.0,3.0,3.0,3.0,1.0,18.0,21.57,23.43,11841.03,0.17,103.0,0.04,657.83,505.41,41.0,62.0,14.0,16.0,26.0,b'N'
4.0,13.0,0.0,2.0,7.0,4.0,1.0,35.0,46.04,17.33,13818.86,0.27,161.0,0.06,767.71,797.63,63.0,98.0,20.0,11.0,43.0,b'N'
5.0,11.0,3.0,4.0,7.0,6.0,1.0,37.0,28.97,21.04,12828.01,0.2,111.0,0.05,712.67,609.6,44.0,67.0,23.0,22.0,51.0,b'N'
8.0,11.0,0.0,0.0,6.0,4.0,1.0,44.0,48.7,16.96,14002.94,0.28,161.0,0.06,777.94,825.81,65.0,96.0,23.0,12.0,55.0,b'N'
2.0,27.0,1.0,1.0,14.0,13.0,14.0,29.0,37.58,19.16,13793.68,0.24,144.0,0.05,766.32,720.0,56.0,88.0,19.0,13.0,35.0,b'N'
6.0,5.0,0.0,1.0,3.0,2.0,1.0,44.0,72.25,12.69,11626.55,0.31,165.0,0.08,645.92,916.51,74.0,91.0,35.0,12.0,53.0,b'N'
3.0,9.0,0.0,1.0,7.0,7.0,1.0,34.0,41.66,16.71,11627.48,0.23,126.0,0.06,645.97,695.97,57.0,69.0,29.0,17.0,40.0,b'N'
11.0,5.0,1.0,5.0,3.0,3.0,1.0,32.0,50.34,16.92,14418.23,0.28,158.0,0.06,801.01,851.99,55.0,103.0,26.0,16.0,53.0,b'N'
6.0,7.0,0.0,0.0,4.0,4.0,3.0,23.0,28.15,20.5,11828.05,0.19,107.0,0.05,657.11,576.98,41.0,66.0,21.0,21.0,31.0,b'Y'
3.0,17.0,0.0,2.0,9.0,3.0,9.0,15.0,13.63,30.0,12267.61,0.14,86.0,0.03,681.53,408.92,30.0,56.0,9.0,18.0,23.0,b'N'
3.0,9.0,0.0,5.0,5.0,5.0,4.0,32.0,83.3,13.54,15279.97,0.38,191.0,0.07,848.89,1128.22,89.0,102.0,46.0,14.0,40.0,b'Y'
1.0,16.0,1.0,1.0,11.0,11.0,1.0,43.0,38.48,20.38,15988.59,0.26,142.0,0.05,888.25,784.35,53.0,89.0,26.0,20.0,48.0,b'Y'
6.0,9.0,0.0,0.0,5.0,2.0,5.0,24.0,36.5,17.81,11579.99,0.22,123.0,0.06,643.33,650.1,57.0,66.0,24.0,15.0,32.0,b'N'
7.0,8.0,0.0,9.0,5.0,3.0,1.0,29.0,29.79,20.45,12463.61,0.2,113.0,0.05,692.42,609.33,45.0,68.0,22.0,20.0,47.0,b'N'
2.0,13.0,0.0,1.0,7.0,3.0,4.0,37.0,29.88,22.62,15287.87,0.23,127.0,0.04,849.33,675.88,50.0,77.0,21.0,19.0,42.0,b'N'
4.0,1.0,0.0,5.0,1.0,1.0,1.0,16.0,67.2,13.16,11640.91,0.29,163.0,0.08,646.72,884.48,68.0,95.0,31.0,12.0,27.0,b'N'
6.0,7.0,0.0,1.0,4.0,4.0,1.0,31.0,36.41,18.39,12316.55,0.22,125.0,0.05,684.25,669.69,47.0,78.0,23.0,18.0,41.0,b'N'
1.0,13.0,0.0,0.0,7.0,5.0,5.0,28.0,27.42,22.5,13880.6,0.21,113.0,0.04,771.14,616.92,45.0,68.0,22.0,22.0,31.0,b'Y'
1.0,10.0,0.0,2.0,6.0,1.0,1.0,22.0,13.1,32.67,13977.12,0.14,99.0,0.03,776.51,427.87,28.0,71.0,6.0,14.0,27.0,b'N'
5.0,15.0,0.0,2.0,8.0,4.0,1.0,25.0,53.22,14.79,11646.29,0.26,146.0,0.07,647.02,787.28,66.0,80.0,29.0,13.0,35.0,b'N'
7.0,15.0,0.0,5.0,8.0,6.0,5.0,33.0,26.65,21.92,12806.31,0.19,113.0,0.05,711.46,584.2,49.0,64.0,19.0,17.0,47.0,b'N'
3.0,5.0,0.0,4.0,3.0,3.0,1.0,31.0,21.08,26.18,14449.08,0.18,122.0,0.04,802.73,551.87,48.0,74.0,11.0,12.0,45.0,b'N'
4.0,5.0,0.0,2.0,3.0,3.0,1.0,41.0,27.52,22.5,13933.68,0.21,125.0,0.04,774.09,619.27,48.0,77.0,16.0,15.0,50.0,b'N'
2.0,7.0,0.0,0.0,4.0,3.0,1.0,35.0,37.67,19.2,13886.77,0.24,135.0,0.05,771.49,723.27,60.0,75.0,25.0,16.0,39.0,b'N'
3.0,15.0,1.0,9.0,8.0,6.0,5.0,19.0,32.9,19.64,12694.01,0.22,125.0,0.05,705.22,646.24,55.0,70.0,21.0,15.0,34.0,b'N'
4.0,7.0,1.0,3.0,4.0,4.0,1.0,25.0,36.75,18.64,12767.18,0.23,141.0,0.05,709.29,684.98,61.0,80.0,18.0,11.0,35.0,b'N'
3.0,19.0,8.0,2.0,10.0,9.0,5.0,35.0,48.03,17.61,14891.16,0.28,154.0,0.06,827.29,845.75,58.0,96.0,28.0,17.0,50.0,b'Y'
7.0,11.0,0.0,0.0,6.0,6.0,1.0,49.0,84.07,12.66,13465.69,0.35,178.0,0.08,748.09,1063.96,81.0,97.0,48.0,15.0,56.0,b'Y'
7.0,15.0,0.0,0.0,8.0,7.0,1.0,29.0,32.39,21.48,14940.47,0.23,129.0,0.05,830.03,695.61,52.0,77.0,23.0,19.0,38.0,b'N'
1.0,15.0,0.0,0.0,8.0,5.0,1.0,31.0,30.49,21.44,14010.06,0.22,119.0,0.05,778.34,653.53,49.0,70.0,24.0,21.0,34.0,b'N'
2.0,17.0,0.0,4.0,9.0,5.0,8.0,15.0,27.29,21.62,12754.41,0.2,118.0,0.05,708.58,590.0,49.0,69.0,17.0,15.0,23.0,b'N'
3.0,27.0,0.0,0.0,14.0,7.0,12.0,36.0,27.19,20.59,11525.79,0.19,113.0,0.05,640.32,559.82,50.0,63.0,17.0,14.0,41.0,b'N'
6.0,13.0,0.0,0.0,7.0,5.0,4.0,32.0,27.28,21.26,12333.82,0.19,109.0,0.05,685.21,580.09,47.0,62.0,21.0,19.0,40.0,b'N'
21.0,18.0,0.0,0.0,12.0,7.0,1.0,55.0,35.75,20.92,15645.96,0.25,147.0,0.05,869.22,747.86,53.0,94.0,19.0,15.0,78.0,b'Y'
1.0,9.0,0.0,0.0,5.0,2.0,1.0,17.0,12.8,30.86,12190.34,0.13,93.0,0.03,677.24,395.06,36.0,57.0,7.0,12.0,20.0,b'N'
8.0,7.0,0.0,0.0,4.0,4.0,1.0,32.0,57.02,16.75,15996.73,0.32,171.0,0.06,888.71,955.03,67.0,104.0,32.0,16.0,42.0,b'N'
4.0,9.0,0.0,0.0,5.0,1.0,4.0,27.0,27.38,22.1,13370.5,0.2,121.0,0.05,742.81,605.0,39.0,82.0,15.0,17.0,33.0,b'N'
2.0,13.0,0.0,1.0,7.0,3.0,4.0,37.0,33.02,21.07,14653.15,0.23,129.0,0.05,814.06,695.61,51.0,78.0,23.0,19.0,42.0,b'N'
11.0,23.0,0.0,0.0,12.0,11.0,1.0,44.0,53.5,15.32,12559.06,0.27,153.0,0.07,697.73,819.71,66.0,87.0,28.0,13.0,57.0,b'N'
4.0,5.0,0.0,4.0,3.0,3.0,1.0,27.0,18.4,25.2,11687.28,0.15,104.0,0.04,649.29,463.78,42.0,62.0,10.0,12.0,42.0,b'N'
7.0,17.0,0.0,9.0,9.0,6.0,1.0,33.0,24.07,22.94,12668.16,0.18,106.0,0.04,703.79,552.2,39.0,67.0,17.0,20.0,51.0,b'N'
4.0,13.0,0.0,1.0,7.0,5.0,5.0,22.0,19.48,24.6,11788.75,0.16,95.0,0.04,654.93,479.22,41.0,54.0,15.0,18.0,31.0,b'N'
5.0,5.0,0.0,0.0,4.0,4.0,1.0,33.0,40.53,19.25,15018.77,0.26,159.0,0.05,834.38,780.2,77.0,82.0,20.0,10.0,40.0,b'N'
4.0,13.0,0.0,0.0,7.0,4.0,5.0,16.0,23.82,22.0,11528.19,0.17,103.0,0.05,640.46,524.01,44.0,59.0,17.0,17.0,22.0,b'N'
5.0,5.0,0.0,2.0,3.0,1.0,1.0,25.0,11.91,31.57,11871.1,0.13,87.0,0.03,659.51,376.01,34.0,53.0,7.0,13.0,34.0,b'N'
6.0,11.0,0.0,0.0,6.0,5.0,6.0,31.0,32.93,20.24,13488.42,0.22,127.0,0.05,749.36,666.49,50.0,77.0,21.0,17.0,39.0,b'N'
25.0,13.0,1.0,12.0,7.0,3.0,5.0,34.0,20.08,27.64,15341.79,0.19,111.0,0.04,852.32,555.0,43.0,68.0,14.0,18.0,75.0,b'N'
14.0,17.0,9.0,22.0,9.0,2.0,5.0,16.0,21.17,24.57,12780.35,0.17,106.0,0.04,710.02,520.13,43.0,63.0,14.0,16.0,63.0,b'Y'
12.0,1.0,0.0,1.0,1.0,1.0,1.0,33.0,168.98,9.14,14115.6,0.51,245.0,0.11,784.2,1544.43,113.0,132.0,68.0,11.0,48.0,b'N'
3.0,31.0,0.0,2.0,16.0,15.0,1.0,67.0,100.54,10.94,12035.65,0.37,204.0,0.09,668.65,1100.03,93.0,111.0,34.0,8.0,74.0,b'Y'
3.0,23.0,0.0,0.0,12.0,8.0,12.0,28.0,23.61,26.18,16183.91,0.21,130.0,0.04,899.11,618.14,36.0,94.0,11.0,16.0,35.0,b'N'
3.0,15.0,0.0,17.0,8.0,5.0,4.0,38.0,28.79,22.89,15081.63,0.22,123.0,0.04,837.87,658.98,53.0,70.0,22.0,19.0,60.0,b'N'
3.0,13.0,0.0,0.0,7.0,4.0,1.0,21.0,17.2,27.04,12572.88,0.16,93.0,0.04,698.49,465.0,37.0,56.0,13.0,19.0,26.0,b'N'
6.0,13.0,0.0,0.0,7.0,4.0,6.0,13.0,21.33,23.75,12033.0,0.17,98.0,0.04,668.5,506.65,38.0,60.0,16.0,20.0,22.0,b'N'
5.0,19.0,0.0,4.0,10.0,6.0,8.0,25.0,27.2,23.0,14386.7,0.21,116.0,0.04,799.26,625.51,46.0,70.0,21.0,21.0,36.0,b'Y'
1.0,5.0,3.0,0.0,3.0,2.0,1.0,21.0,17.76,28.88,14808.1,0.17,115.0,0.03,822.67,512.83,33.0,82.0,8.0,14.0,28.0,b'N'
4.0,17.0,0.0,3.0,9.0,4.0,9.0,17.0,17.76,26.25,12236.56,0.16,95.0,0.04,679.81,466.15,35.0,60.0,12.0,18.0,27.0,b'N'
3.0,13.0,0.0,0.0,7.0,7.0,1.0,20.0,22.1,25.5,14369.81,0.19,109.0,0.04,798.32,563.52,51.0,58.0,18.0,18.0,25.0,b'N'
6.0,9.0,0.0,5.0,5.0,1.0,1.0,27.0,19.98,26.73,14273.53,0.18,115.0,0.04,792.97,534.04,42.0,73.0,11.0,14.0,44.0,b'N'
4.0,9.0,0.0,0.0,5.0,5.0,1.0,41.0,35.03,21.35,15966.75,0.25,147.0,0.05,887.04,747.86,61.0,86.0,20.0,14.0,47.0,b'N'
8.0,15.0,0.0,2.0,8.0,4.0,7.0,28.0,26.4,22.69,13595.95,0.2,115.0,0.04,755.33,599.09,43.0,72.0,18.0,19.0,40.0,b'N'
0.0,13.0,0.0,0.0,7.0,3.0,4.0,12.0,32.35,19.5,12301.49,0.21,124.0,0.05,683.42,630.85,39.0,85.0,17.0,17.0,14.0,b'N'
7.0,15.0,1.0,3.0,8.0,1.0,5.0,22.0,15.48,27.62,11809.75,0.14,88.0,0.04,656.1,427.5,39.0,49.0,12.0,17.0,38.0,b'N'
1.0,21.0,0.0,0.0,11.0,11.0,11.0,20.0,30.1,21.47,13878.22,0.22,126.0,0.05,771.01,646.29,51.0,75.0,19.0,16.0,23.0,b'N'
16.0,13.0,7.0,18.0,7.0,6.0,1.0,35.0,51.44,15.0,11575.03,0.26,146.0,0.07,643.06,771.67,60.0,86.0,26.0,13.0,79.0,b'Y'
6.0,15.0,0.0,5.0,8.0,8.0,6.0,31.0,24.3,24.5,14583.21,0.2,117.0,0.04,810.18,595.23,49.0,68.0,17.0,17.0,45.0,b'Y'
0.0,5.0,0.0,0.0,3.0,3.0,1.0,21.0,26.5,22.67,13616.95,0.2,139.0,0.04,756.5,600.75,68.0,71.0,12.0,8.0,23.0,b'N'
6.0,13.0,0.0,0.0,7.0,4.0,3.0,38.0,35.33,20.17,14369.55,0.24,129.0,0.05,798.31,712.54,44.0,85.0,24.0,22.0,46.0,b'N'
1.0,11.0,1.0,0.0,6.0,4.0,1.0,20.0,25.74,21.18,11541.18,0.18,109.0,0.05,641.18,545.0,48.0,61.0,17.0,15.0,24.0,b'N'
4.0,27.0,1.0,0.0,14.0,2.0,9.0,42.0,29.65,22.29,14723.62,0.22,125.0,0.04,817.98,660.68,52.0,73.0,21.0,18.0,51.0,b'N'
7.0,5.0,0.0,0.0,3.0,2.0,1.0,22.0,44.34,18.35,14923.78,0.27,149.0,0.05,829.1,813.46,53.0,96.0,26.0,18.0,31.0,b'N'
11.0,7.0,0.0,3.0,4.0,3.0,1.0,34.0,43.0,17.72,13500.28,0.25,135.0,0.06,750.02,761.92,63.0,72.0,32.0,18.0,50.0,b'N'
3.0,7.0,0.0,1.0,4.0,3.0,4.0,22.0,15.9,27.2,11762.38,0.14,92.0,0.04,653.47,432.44,34.0,58.0,10.0,16.0,28.0,b'N'
3.0,19.0,1.0,3.0,10.0,2.0,1.0,22.0,29.99,19.98,11966.77,0.2,115.0,0.05,664.82,599.09,47.0,68.0,20.0,17.0,31.0,b'N'
2.0,13.0,0.0,0.0,7.0,1.0,1.0,22.0,41.74,16.92,11954.35,0.24,131.0,0.06,664.13,706.39,55.0,76.0,26.0,16.0,26.0,b'N'
1.0,7.0,0.0,0.0,4.0,4.0,1.0,35.0,45.1,17.78,14247.85,0.27,165.0,0.06,791.55,801.57,79.0,86.0,20.0,9.0,38.0,b'N'
2.0,11.0,0.0,0.0,6.0,5.0,1.0,35.0,36.48,20.89,15925.61,0.25,138.0,0.05,884.76,762.25,65.0,73.0,28.0,18.0,39.0,b'Y'
2.0,19.0,0.0,1.0,10.0,5.0,8.0,43.0,41.05,19.84,16156.66,0.27,152.0,0.05,897.59,814.35,62.0,90.0,25.0,16.0,48.0,b'N'
8.0,8.0,0.0,1.0,6.0,5.0,1.0,34.0,39.94,19.64,15409.74,0.26,139.0,0.05,856.1,784.5,50.0,89.0,28.0,22.0,45.0,b'Y'
7.0,6.0,0.0,1.0,4.0,4.0,1.0,27.0,43.45,17.04,12609.11,0.25,134.0,0.06,700.51,740.16,53.0,81.0,28.0,18.0,37.0,b'N'
12.0,1.0,9.0,4.0,1.0,1.0,1.0,30.0,109.66,11.06,13423.09,0.4,208.0,0.09,745.73,1213.24,104.0,104.0,47.0,10.0,57.0,b'N'
4.0,11.0,0.0,6.0,6.0,2.0,4.0,24.0,26.7,23.0,14122.17,0.2,117.0,0.04,784.57,614.01,46.0,71.0,19.0,19.0,37.0,b'Y'
5.0,21.0,0.0,1.0,11.0,2.0,11.0,35.0,22.2,23.75,12524.14,0.18,102.0,0.04,695.79,527.33,38.0,64.0,16.0,20.0,43.0,b'N'
7.0,13.0,0.0,6.0,7.0,4.0,1.0,39.0,83.05,12.0,11959.9,0.33,174.0,0.08,664.44,996.66,82.0,92.0,41.0,12.0,54.0,b'N'
11.0,7.0,0.0,0.0,4.0,3.0,1.0,30.0,39.66,17.86,12647.85,0.24,137.0,0.06,702.66,708.28,50.0,87.0,21.0,15.0,43.0,b'Y'
8.0,4.0,0.0,0.0,3.0,3.0,1.0,23.0,27.43,20.59,11627.79,0.19,114.0,0.05,645.99,564.78,50.0,64.0,17.0,14.0,33.0,b'N'
4.0,13.0,0.0,0.0,7.0,2.0,6.0,35.0,26.28,21.5,12147.5,0.19,113.0,0.05,674.86,565.0,43.0,70.0,16.0,16.0,42.0,b'N'
3.0,37.0,0.0,5.0,19.0,10.0,19.0,23.0,26.72,21.23,12044.99,0.19,118.0,0.05,669.17,567.27,49.0,69.0,15.0,13.0,36.0,b'N'
8.0,23.0,2.0,6.0,12.0,9.0,6.0,63.0,86.26,13.59,15934.13,0.39,201.0,0.07,885.23,1172.41,92.0,109.0,44.0,13.0,81.0,b'Y'
6.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,25.32,22.4,12703.26,0.19,136.0,0.04,705.74,567.11,56.0,80.0,10.0,8.0,27.0,b'N'
16.0,7.0,0.0,1.0,4.0,4.0,1.0,29.0,40.1,17.35,12067.3,0.23,129.0,0.06,670.41,695.61,42.0,87.0,23.0,19.0,48.0,b'Y'
7.0,5.0,0.0,0.0,3.0,1.0,1.0,26.0,36.65,17.74,11532.29,0.22,123.0,0.06,640.68,650.1,51.0,72.0,23.0,16.0,36.0,b'N'
8.0,11.0,0.0,6.0,6.0,2.0,3.0,21.0,18.35,27.0,13376.33,0.17,100.0,0.04,743.13,495.42,39.0,61.0,13.0,18.0,38.0,b'N'
11.0,1.0,0.0,1.0,1.0,1.0,1.0,28.0,91.4,11.5,12088.01,0.35,181.0,0.09,671.56,1051.13,69.0,112.0,42.0,14.0,43.0,b'N'
7.0,15.0,0.0,0.0,8.0,3.0,4.0,25.0,15.99,31.17,15528.69,0.17,106.0,0.03,862.7,498.25,33.0,73.0,9.0,17.0,34.0,b'N'
6.0,11.0,0.0,0.0,6.0,6.0,1.0,43.0,45.57,18.08,14898.51,0.27,146.0,0.06,827.69,824.0,59.0,87.0,31.0,19.0,53.0,b'N'
9.0,12.0,1.0,2.0,7.0,6.0,1.0,40.0,32.5,20.87,14155.47,0.23,125.0,0.05,786.42,678.28,48.0,77.0,23.0,20.0,54.0,b'N'
4.0,11.0,0.0,13.0,6.0,6.0,5.0,32.0,25.31,24.23,14852.51,0.2,116.0,0.04,825.14,613.11,51.0,65.0,20.0,19.0,51.0,b'N'
11.0,15.0,0.0,0.0,8.0,7.0,1.0,46.0,40.37,19.24,14942.9,0.26,148.0,0.05,830.16,776.69,59.0,89.0,23.0,15.0,59.0,b'N'
8.0,5.0,0.0,0.0,3.0,2.0,3.0,29.0,46.39,16.39,12460.75,0.25,141.0,0.06,692.26,760.32,59.0,82.0,27.0,15.0,37.0,b'N'
15.0,3.0,0.0,10.0,2.0,2.0,1.0,38.0,82.09,11.97,11757.95,0.33,165.0,0.08,653.22,982.44,75.0,90.0,47.0,15.0,65.0,b'N'
10.0,1.0,0.0,0.0,1.0,1.0,1.0,31.0,88.48,12.91,14754.7,0.38,221.0,0.08,819.71,1142.55,107.0,114.0,29.0,7.0,43.0,b'N'
5.0,9.0,0.0,0.0,5.0,4.0,1.0,30.0,42.86,18.75,15068.12,0.27,150.0,0.05,837.12,803.63,65.0,85.0,26.0,15.0,37.0,b'N'
6.0,13.0,0.0,5.0,7.0,3.0,6.0,31.0,32.65,21.77,15475.59,0.24,131.0,0.05,859.76,710.84,55.0,76.0,24.0,19.0,47.0,b'N'
2.0,19.0,0.0,0.0,10.0,9.0,9.0,34.0,29.93,22.75,15492.52,0.23,124.0,0.04,860.7,680.99,52.0,72.0,24.0,21.0,40.0,b'N'
2.0,9.0,0.0,4.0,8.0,4.0,1.0,43.0,35.01,20.74,15053.82,0.24,121.0,0.05,836.32,726.0,47.0,74.0,34.0,30.0,53.0,b'N'
1.0,21.0,0.0,0.0,11.0,7.0,6.0,15.0,41.78,17.82,13265.09,0.25,144.0,0.06,736.95,744.47,56.0,88.0,22.0,14.0,18.0,b'N'
