LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
3.0,5.0,2.0,4.0,0.0,8.0,3.0,0.3,4.0,2.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,13.75,11.67,1872.19,0.05,35.0,0.09,104.01,160.47,0.0,2.0,4.0,11.0,0.2,14.0,21.0,9.0,15.0,15.0,40.0,10.0,b'N'
1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.08,0.0,1.0,1.0,7.0,1.0,0.0,12.0,1.0,1.0,1.0,28.22,7.27,1491.17,0.07,46.0,0.14,82.84,205.13,1.0,0.0,0.0,8.0,0.06,21.0,25.0,13.0,9.0,16.0,7.69,12.0,b'N'
1.0,3.0,1.0,1.0,0.0,4.0,2.0,0.22,2.0,1.0,0.0,8.0,1.0,0.0,8.0,1.0,2.0,1.0,21.22,9.17,1783.04,0.06,43.0,0.11,99.06,194.51,0.0,1.0,2.0,8.0,0.17,20.0,23.0,12.0,11.0,12.0,11.11,9.0,b'N'
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.33,4.0,3.0,1.0,12.0,1.0,0.0,9.0,2.0,2.0,0.0,14.69,11.7,2011.18,0.06,38.0,0.09,111.73,171.9,0.0,2.0,4.0,11.0,0.25,18.0,20.0,10.0,13.0,12.0,0.0,9.0,b'N'
3.0,7.0,4.0,0.0,2.0,12.0,4.0,0.27,6.0,3.0,0.0,15.0,1.0,0.0,15.0,0.0,4.0,1.0,25.89,8.25,1762.34,0.07,46.0,0.12,97.91,213.62,0.0,3.0,6.0,13.0,0.18,21.0,25.0,14.0,11.0,22.0,11.76,15.0,b'N'
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,29.93,6.75,1363.81,0.07,46.0,0.15,75.77,202.05,1.0,0.0,0.0,2.0,0.08,18.0,28.0,12.0,9.0,13.0,0.0,8.0,b'N'
1.0,3.0,6.0,0.0,0.0,4.0,2.0,0.25,2.0,1.0,0.0,11.0,1.0,0.0,8.0,0.0,1.0,0.0,15.07,9.75,1432.72,0.05,34.0,0.1,79.6,146.95,0.0,1.0,2.0,11.0,0.18,13.0,21.0,8.0,12.0,11.0,0.0,8.0,b'N'
0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,21.13,9.0,1711.48,0.06,44.0,0.11,95.08,190.16,1.0,0.0,0.0,3.0,0.13,18.0,26.0,10.0,10.0,8.0,66.67,6.0,b'N'
3.0,1.0,1.0,7.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,48.37,5.36,1388.16,0.09,61.0,0.19,77.12,259.12,1.0,0.0,0.0,9.0,0.08,30.0,31.0,14.0,5.0,13.0,87.5,8.0,b'N'
14.0,9.0,7.0,8.0,7.0,16.0,5.0,0.19,8.0,4.0,0.0,22.0,1.0,0.0,19.0,0.0,3.0,0.0,55.28,6.0,1990.24,0.11,69.0,0.17,110.57,331.71,0.0,4.0,8.0,19.0,0.1,30.0,39.0,20.0,8.0,50.0,44.12,27.0,b'N'
2.0,5.0,1.0,0.0,4.0,8.0,3.0,0.5,4.0,2.0,0.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,12.2,11.14,1514.69,0.05,32.0,0.09,84.15,135.93,0.0,2.0,4.0,11.0,0.21,13.0,19.0,7.0,12.0,14.0,40.0,6.0,b'N'
4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.07,0.0,1.0,1.0,4.0,1.0,0.0,13.0,0.0,1.0,1.0,51.96,6.18,1982.32,0.11,70.0,0.16,110.13,320.95,1.0,0.0,0.0,5.0,0.04,30.0,40.0,17.0,7.0,23.0,23.53,14.0,b'N'
2.0,3.0,0.0,3.0,0.0,4.0,2.0,0.2,2.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,8.72,13.0,1472.9,0.04,29.0,0.08,81.83,113.3,0.0,1.0,2.0,7.0,0.14,13.0,16.0,5.0,10.0,14.0,30.0,10.0,b'N'
0.0,5.0,1.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,0.0,9.0,1.0,0.0,9.0,0.0,2.0,0.0,8.55,13.0,1444.74,0.04,31.0,0.08,80.26,111.13,0.0,2.0,4.0,8.0,0.27,13.0,18.0,4.0,8.0,11.0,0.0,9.0,b'N'
3.0,5.0,3.0,0.0,2.0,8.0,3.0,0.25,4.0,3.0,1.0,16.0,1.0,0.0,12.0,0.0,0.0,0.0,21.89,8.0,1401.09,0.06,42.0,0.13,77.84,175.14,0.0,2.0,4.0,15.0,0.16,16.0,26.0,9.0,9.0,19.0,14.29,12.0,b'N'
0.0,1.0,4.0,2.0,4.0,0.0,1.0,0.25,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,22.58,8.13,1490.75,0.06,44.0,0.12,82.82,183.48,1.0,0.0,0.0,6.0,0.1,13.0,31.0,8.0,10.0,10.0,75.0,4.0,b'N'
7.0,3.0,1.0,0.0,2.0,4.0,2.0,0.2,2.0,2.0,1.0,8.0,1.0,0.0,10.0,0.0,2.0,1.0,11.68,12.0,1682.18,0.05,33.0,0.08,93.45,140.18,0.0,1.0,2.0,8.0,0.09,14.0,19.0,7.0,12.0,22.0,16.67,10.0,b'N'
2.0,5.0,4.0,1.0,0.0,8.0,3.0,0.2,4.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,29.73,6.79,1368.94,0.07,44.0,0.15,76.05,201.74,0.0,2.0,4.0,13.0,0.16,19.0,25.0,14.0,10.0,19.0,6.67,15.0,b'N'
0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,17.9,9.1,1481.92,0.05,36.0,0.11,82.33,162.85,1.0,0.0,0.0,3.0,0.1,14.0,22.0,10.0,13.0,10.0,37.5,5.0,b'N'
3.0,3.0,3.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,12.0,1.0,0.0,10.0,0.0,0.0,0.0,20.57,8.56,1505.78,0.06,44.0,0.12,83.65,176.0,0.0,1.0,2.0,12.0,0.13,22.0,22.0,9.0,7.0,15.0,0.0,10.0,b'N'
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.14,0.0,1.0,1.0,4.0,1.0,0.0,7.0,0.0,1.0,1.0,13.45,11.0,1628.0,0.05,37.0,0.09,90.44,148.0,1.0,0.0,0.0,5.0,0.08,10.0,27.0,5.0,11.0,12.0,12.5,7.0,b'N'
7.0,11.0,0.0,10.0,0.0,20.0,6.0,0.24,10.0,1.0,0.0,19.0,1.0,0.0,15.0,0.0,0.0,0.0,36.12,7.54,2052.58,0.09,63.0,0.13,114.03,272.28,0.0,5.0,10.0,15.0,0.18,28.0,35.0,13.0,7.0,34.0,40.0,25.0,b'N'
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,0.0,13.0,1.0,0.0,7.0,0.0,2.0,0.0,11.89,13.13,2048.55,0.05,35.0,0.08,113.81,156.08,0.0,2.0,4.0,12.0,0.33,15.0,20.0,8.0,14.0,9.0,0.0,7.0,b'N'
19.0,1.0,14.0,12.0,6.0,0.0,1.0,0.04,0.0,1.0,1.0,21.0,1.0,0.0,11.0,0.0,1.0,1.0,148.98,3.58,1912.92,0.18,99.0,0.28,106.27,533.84,1.0,0.0,0.0,22.0,0.02,43.0,56.0,36.0,6.0,50.0,62.07,23.0,b'N'
3.0,1.0,1.0,7.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,48.37,5.36,1388.16,0.09,61.0,0.19,77.12,259.12,1.0,0.0,0.0,9.0,0.08,30.0,31.0,14.0,5.0,13.0,87.5,8.0,b'N'
4.0,5.0,4.0,0.0,6.0,8.0,3.0,0.3,4.0,3.0,1.0,14.0,1.0,0.0,10.0,0.0,3.0,1.0,27.97,8.25,1903.71,0.08,48.0,0.12,105.76,230.75,0.0,2.0,4.0,13.0,0.14,22.0,26.0,16.0,12.0,22.0,37.5,10.0,b'N'
1.0,5.0,1.0,0.0,7.0,8.0,1.0,0.1,4.0,1.0,1.0,12.0,1.0,0.0,10.0,0.0,1.0,1.0,14.41,11.92,2045.78,0.06,42.0,0.08,113.65,171.67,1.0,2.0,4.0,11.0,0.05,13.0,29.0,6.0,11.0,20.0,41.18,10.0,b'N'
4.0,7.0,3.0,5.0,1.0,12.0,4.0,0.24,6.0,2.0,0.0,16.0,1.0,0.0,12.0,0.0,3.0,0.0,24.67,9.04,2014.11,0.07,48.0,0.11,111.89,222.91,0.0,3.0,6.0,14.0,0.17,23.0,25.0,14.0,11.0,24.0,33.33,17.0,b'Y'
0.0,5.0,2.0,1.0,1.0,8.0,3.0,0.21,4.0,3.0,1.0,12.0,1.0,0.0,13.0,0.0,3.0,1.0,27.53,7.5,1548.29,0.07,47.0,0.13,86.02,206.44,0.0,2.0,4.0,11.0,0.18,20.0,27.0,12.0,9.0,17.0,13.33,14.0,b'N'
2.0,3.0,3.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,1.0,8.0,1.0,0.0,11.0,0.0,2.0,1.0,18.83,9.0,1525.13,0.06,38.0,0.11,84.73,169.46,0.0,1.0,2.0,8.0,0.13,15.0,23.0,10.0,12.0,16.0,8.33,11.0,b'N'
4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.07,0.0,1.0,1.0,4.0,1.0,0.0,13.0,0.0,0.0,0.0,51.96,6.18,1982.32,0.11,70.0,0.16,110.13,320.95,1.0,0.0,0.0,5.0,0.04,30.0,40.0,17.0,7.0,23.0,23.53,14.0,b'N'
1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.09,0.0,1.0,1.0,3.0,1.0,0.0,11.0,0.0,1.0,1.0,53.35,6.08,1971.59,0.11,69.0,0.16,109.53,324.33,1.0,0.0,0.0,4.0,0.06,33.0,36.0,19.0,7.0,18.0,26.67,11.0,b'N'
3.0,6.0,3.0,0.0,3.0,4.0,1.0,0.06,2.0,1.0,1.0,15.0,1.0,0.0,17.0,0.0,1.0,1.0,22.16,9.33,1930.31,0.07,44.0,0.11,107.24,206.82,1.0,1.0,2.0,13.0,0.04,16.0,28.0,12.0,14.0,25.0,15.0,17.0,b'N'
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.33,4.0,3.0,1.0,12.0,1.0,0.0,9.0,0.0,0.0,0.0,14.69,11.7,2011.18,0.06,38.0,0.09,111.73,171.9,0.0,2.0,4.0,11.0,0.25,18.0,20.0,10.0,13.0,12.0,0.0,9.0,b'N'
3.0,5.0,0.0,5.0,0.0,8.0,3.0,0.27,4.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,3.0,1.0,13.67,11.43,1786.01,0.05,40.0,0.09,99.22,156.28,0.0,2.0,4.0,11.0,0.19,20.0,20.0,7.0,8.0,16.0,45.45,11.0,b'N'
2.0,5.0,0.0,0.0,0.0,8.0,3.0,0.25,4.0,1.0,0.0,9.0,1.0,0.0,12.0,2.0,1.0,0.0,15.81,10.08,1607.39,0.05,39.0,0.1,89.3,159.41,0.0,2.0,4.0,8.0,0.19,11.0,28.0,6.0,11.0,16.0,0.0,12.0,b'N'
4.0,7.0,2.0,0.0,21.0,10.0,4.0,0.36,4.0,3.0,0.0,11.0,4.0,1.0,11.0,0.0,4.0,1.0,16.32,10.11,1668.32,0.05,37.0,0.1,92.68,165.0,1.0,3.0,5.0,9.0,0.11,14.0,23.0,9.0,13.0,38.0,65.63,11.0,b'N'
1.0,3.0,2.0,0.0,1.0,4.0,2.0,0.2,2.0,2.0,1.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,14.14,10.56,1577.39,0.05,34.0,0.09,87.63,149.34,0.0,1.0,2.0,7.0,0.14,13.0,21.0,8.0,13.0,14.0,9.09,10.0,b'N'
0.0,5.0,2.0,2.0,0.0,8.0,3.0,0.33,4.0,1.0,0.0,15.0,1.0,0.0,7.0,0.0,0.0,0.0,29.74,7.0,1457.04,0.07,49.0,0.14,80.95,208.15,0.0,2.0,4.0,14.0,0.27,24.0,25.0,12.0,7.0,11.0,22.22,9.0,b'N'
2.0,3.0,0.0,2.0,0.0,4.0,2.0,0.18,2.0,1.0,0.0,6.0,1.0,0.0,9.0,1.0,0.0,0.0,12.13,11.0,1467.81,0.04,32.0,0.09,81.55,133.44,0.0,1.0,2.0,6.0,0.13,11.0,21.0,6.0,12.0,15.0,18.18,11.0,b'N'
2.0,3.0,0.0,2.0,0.0,4.0,2.0,0.18,2.0,1.0,0.0,6.0,1.0,0.0,9.0,1.0,2.0,1.0,12.13,11.0,1467.81,0.04,32.0,0.09,81.55,133.44,0.0,1.0,2.0,6.0,0.13,11.0,21.0,6.0,12.0,15.0,18.18,11.0,b'N'
2.0,3.0,3.0,0.0,1.0,4.0,2.0,0.2,2.0,2.0,1.0,12.0,1.0,0.0,10.0,0.0,2.0,1.0,35.57,7.35,1922.93,0.09,55.0,0.14,106.83,261.51,0.0,1.0,2.0,12.0,0.13,25.0,30.0,17.0,10.0,15.0,9.09,10.0,b'N'
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,0.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,11.89,13.13,2048.55,0.05,35.0,0.08,113.81,156.08,0.0,2.0,4.0,12.0,0.33,15.0,20.0,8.0,14.0,9.0,0.0,7.0,b'N'
6.0,11.0,6.0,13.0,2.0,16.0,6.0,0.25,6.0,4.0,0.0,22.0,4.0,0.0,11.0,0.0,0.0,0.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,0.0,5.0,8.0,18.0,0.18,22.0,34.0,19.0,11.0,34.0,57.69,24.0,b'N'
3.0,5.0,3.0,1.0,8.0,8.0,3.0,0.23,4.0,3.0,1.0,16.0,1.0,0.0,12.0,0.0,3.0,1.0,23.67,9.09,1956.58,0.07,49.0,0.11,108.7,215.22,0.0,2.0,4.0,15.0,0.12,20.0,29.0,11.0,10.0,26.0,42.86,13.0,b'N'
0.0,5.0,2.0,1.0,1.0,8.0,3.0,0.21,4.0,3.0,1.0,12.0,1.0,0.0,13.0,0.0,0.0,0.0,27.53,7.5,1548.29,0.07,47.0,0.13,86.02,206.44,0.0,2.0,4.0,11.0,0.18,20.0,27.0,12.0,9.0,17.0,13.33,14.0,b'N'
0.0,5.0,4.0,0.0,0.0,6.0,3.0,0.33,2.0,3.0,1.0,11.0,3.0,1.0,9.0,0.0,3.0,1.0,17.65,9.6,1626.8,0.06,38.0,0.1,90.38,169.46,1.0,2.0,3.0,10.0,0.27,16.0,22.0,10.0,12.0,11.0,0.0,9.0,b'N'
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,26.41,8.18,1768.06,0.07,50.0,0.12,98.23,216.1,1.0,0.0,0.0,2.0,0.08,20.0,30.0,11.0,9.0,13.0,0.0,8.0,b'N'
4.0,1.0,1.0,14.0,1.0,0.0,1.0,0.05,0.0,1.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,110.63,3.8,1594.44,0.14,84.0,0.26,88.58,420.0,1.0,0.0,0.0,3.0,0.03,41.0,43.0,27.0,5.0,29.0,65.22,22.0,b'N'
3.0,5.0,3.0,4.0,0.0,8.0,3.0,0.3,4.0,2.0,0.0,13.0,1.0,0.0,6.0,0.0,2.0,0.0,17.51,9.55,1595.8,0.06,36.0,0.1,88.66,167.18,0.0,2.0,4.0,12.0,0.2,15.0,21.0,11.0,14.0,15.0,40.0,10.0,b'N'
4.0,1.0,1.0,6.0,0.0,0.0,1.0,0.09,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,31.76,6.79,1462.28,0.07,47.0,0.15,81.24,215.49,1.0,0.0,0.0,4.0,0.06,19.0,28.0,14.0,10.0,17.0,54.55,11.0,b'N'
22.0,1.0,12.0,12.0,88.0,0.0,1.0,0.05,0.0,1.0,1.0,18.0,1.0,0.0,10.0,0.0,0.0,0.0,107.19,4.0,1715.09,0.14,85.0,0.25,95.28,428.77,1.0,0.0,0.0,19.0,0.01,36.0,49.0,27.0,6.0,134.0,90.91,22.0,b'Y'
21.0,1.0,10.0,11.0,30.0,0.0,1.0,0.05,0.0,1.0,1.0,15.0,1.0,0.0,11.0,0.0,0.0,0.0,113.15,4.03,1841.77,0.15,89.0,0.25,102.32,456.51,1.0,0.0,0.0,16.0,0.01,39.0,50.0,29.0,6.0,75.0,78.85,22.0,b'N'
18.0,1.0,13.0,15.0,10.0,0.0,1.0,0.04,0.0,1.0,1.0,21.0,1.0,0.0,9.0,0.0,1.0,1.0,126.99,3.77,1808.86,0.16,92.0,0.26,100.49,479.27,1.0,0.0,0.0,22.0,0.02,39.0,53.0,31.0,6.0,54.0,73.53,24.0,b'N'
3.0,5.0,6.0,0.0,3.0,8.0,1.0,0.07,4.0,1.0,1.0,16.0,1.0,0.0,15.0,0.0,1.0,1.0,32.04,6.6,1396.03,0.07,45.0,0.15,77.56,211.52,1.0,2.0,4.0,15.0,0.04,18.0,27.0,15.0,11.0,23.0,16.67,15.0,b'N'
21.0,1.0,11.0,11.0,30.0,0.0,1.0,0.05,0.0,1.0,1.0,16.0,1.0,0.0,11.0,0.0,1.0,1.0,127.35,3.75,1790.86,0.16,91.0,0.27,99.49,477.56,1.0,0.0,0.0,17.0,0.01,40.0,51.0,32.0,6.0,75.0,78.85,22.0,b'N'
2.0,5.0,4.0,1.0,0.0,8.0,3.0,0.2,4.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,2.0,0.0,29.73,6.79,1368.94,0.07,44.0,0.15,76.05,201.74,0.0,2.0,4.0,13.0,0.16,19.0,25.0,14.0,10.0,19.0,6.67,15.0,b'N'
16.0,1.0,10.0,12.0,8.0,0.0,1.0,0.05,0.0,1.0,1.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0,98.83,3.96,1549.87,0.13,79.0,0.25,86.1,391.38,1.0,0.0,0.0,18.0,0.02,33.0,46.0,25.0,6.0,46.0,71.43,20.0,b'N'
22.0,1.0,11.0,13.0,85.0,0.0,1.0,0.05,0.0,1.0,1.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0,99.91,4.15,1723.85,0.14,83.0,0.24,95.77,415.0,1.0,0.0,0.0,18.0,0.01,36.0,47.0,26.0,6.0,130.0,92.45,21.0,b'N'
4.0,5.0,4.0,0.0,6.0,8.0,3.0,0.3,4.0,3.0,1.0,14.0,1.0,0.0,10.0,0.0,0.0,0.0,27.97,8.25,1903.71,0.08,48.0,0.12,105.76,230.75,0.0,2.0,4.0,13.0,0.14,22.0,26.0,16.0,12.0,22.0,37.5,10.0,b'N'
7.0,3.0,3.0,0.0,6.0,4.0,2.0,0.13,2.0,2.0,1.0,9.0,1.0,0.0,16.0,2.0,2.0,1.0,23.0,9.5,2075.87,0.07,49.0,0.11,115.33,218.51,0.0,1.0,2.0,9.0,0.06,19.0,30.0,11.0,11.0,31.0,27.27,16.0,b'N'
5.0,3.0,1.0,0.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,8.0,1.0,0.0,8.0,0.0,2.0,1.0,10.97,13.0,1854.11,0.05,33.0,0.08,103.01,142.62,0.0,1.0,2.0,8.0,0.12,14.0,19.0,7.0,13.0,17.0,20.0,8.0,b'N'
2.0,3.0,0.0,0.0,1.0,4.0,2.0,0.29,2.0,1.0,0.0,6.0,1.0,0.0,7.0,3.0,2.0,1.0,16.97,9.17,1426.24,0.05,36.0,0.11,79.24,155.59,0.0,1.0,2.0,6.0,0.17,15.0,21.0,9.0,11.0,12.0,12.5,7.0,b'N'
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14,0.0,1.0,1.0,1.0,1.0,0.0,7.0,3.0,1.0,1.0,27.97,6.95,1352.57,0.06,45.0,0.14,75.14,194.49,1.0,0.0,0.0,2.0,0.08,17.0,28.0,11.0,9.0,13.0,0.0,7.0,b'N'
1.0,7.0,2.0,0.0,1.0,12.0,4.0,0.36,6.0,2.0,0.0,14.0,1.0,0.0,11.0,0.0,0.0,0.0,16.8,9.0,1361.13,0.05,37.0,0.11,75.62,151.24,0.0,3.0,6.0,12.0,0.27,16.0,21.0,8.0,9.0,15.0,8.33,11.0,b'N'
1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.07,0.0,1.0,1.0,3.0,1.0,0.0,12.0,0.0,1.0,1.0,71.33,5.02,1798.8,0.12,73.0,0.2,99.93,358.2,1.0,0.0,0.0,4.0,0.05,33.0,40.0,23.0,7.0,19.0,25.0,14.0,b'N'
23.0,1.0,14.0,10.0,12.0,0.0,1.0,0.04,0.0,1.0,1.0,21.0,1.0,0.0,14.0,0.0,0.0,0.0,134.27,3.82,1957.52,0.17,97.0,0.26,108.75,512.67,1.0,0.0,0.0,22.0,0.02,42.0,55.0,33.0,6.0,61.0,61.11,24.0,b'N'
2.0,3.0,3.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,1.0,8.0,1.0,0.0,11.0,0.0,0.0,0.0,18.83,9.0,1525.13,0.06,38.0,0.11,84.73,169.46,0.0,1.0,2.0,8.0,0.13,15.0,23.0,10.0,12.0,16.0,8.33,11.0,b'N'
5.0,6.0,4.0,4.0,3.0,4.0,4.0,0.25,2.0,3.0,0.0,14.0,4.0,1.0,12.0,0.0,2.0,0.0,23.64,8.75,1809.67,0.07,44.0,0.11,100.54,206.82,1.0,1.0,2.0,12.0,0.15,15.0,29.0,12.0,14.0,26.0,36.84,16.0,b'N'
1.0,7.0,1.0,0.0,0.0,12.0,4.0,0.44,6.0,2.0,0.0,13.0,1.0,0.0,9.0,0.0,4.0,1.0,10.57,12.86,1747.72,0.05,32.0,0.08,97.1,135.93,0.0,3.0,6.0,11.0,0.33,15.0,17.0,7.0,12.0,12.0,0.0,9.0,b'N'
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,0.0,12.0,1.0,0.0,10.0,0.0,0.0,0.0,26.35,7.5,1482.41,0.07,45.0,0.13,82.36,197.65,0.0,2.0,4.0,11.0,0.21,20.0,25.0,12.0,9.0,14.0,0.0,10.0,b'N'
1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.11,0.0,1.0,1.0,8.0,1.0,0.0,9.0,0.0,1.0,1.0,41.68,6.43,1722.6,0.09,62.0,0.16,95.7,267.96,1.0,0.0,0.0,9.0,0.05,30.0,32.0,14.0,6.0,19.0,43.75,9.0,b'N'
6.0,11.0,6.0,13.0,2.0,16.0,6.0,0.25,6.0,4.0,0.0,22.0,4.0,0.0,11.0,0.0,2.0,0.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,0.0,5.0,8.0,18.0,0.18,22.0,34.0,19.0,11.0,34.0,57.69,24.0,b'N'
3.0,6.0,3.0,0.0,3.0,4.0,1.0,0.06,2.0,1.0,1.0,15.0,1.0,0.0,17.0,0.0,0.0,0.0,22.16,9.33,1930.31,0.07,44.0,0.11,107.24,206.82,1.0,1.0,2.0,13.0,0.04,16.0,28.0,12.0,14.0,25.0,15.0,17.0,b'N'
18.0,3.0,4.0,2.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,11.0,1.0,0.0,10.0,0.0,1.0,0.0,24.55,8.85,1920.77,0.07,48.0,0.11,106.71,217.13,0.0,1.0,2.0,11.0,0.06,23.0,25.0,13.0,10.0,33.0,16.67,12.0,b'N'
5.0,3.0,1.0,0.0,2.0,4.0,2.0,0.2,2.0,2.0,1.0,8.0,1.0,0.0,10.0,0.0,2.0,1.0,11.3,13.0,1910.29,0.05,34.0,0.08,106.13,146.95,0.0,1.0,2.0,8.0,0.1,14.0,20.0,7.0,13.0,20.0,16.67,10.0,b'N'
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.14,0.0,1.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,10.8,13.75,2041.35,0.05,38.0,0.07,113.41,148.46,1.0,0.0,0.0,3.0,0.08,10.0,28.0,4.0,11.0,12.0,12.5,7.0,b'N'
17.0,1.0,3.0,0.0,0.0,0.0,1.0,0.09,0.0,1.0,1.0,6.0,1.0,0.0,11.0,0.0,1.0,1.0,25.02,7.77,1511.69,0.06,45.0,0.13,83.98,194.49,1.0,0.0,0.0,7.0,0.03,19.0,26.0,11.0,9.0,31.0,0.0,11.0,b'N'
5.0,3.0,1.0,0.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,8.0,1.0,0.0,8.0,0.0,2.0,1.0,10.08,12.0,1451.13,0.04,29.0,0.08,80.62,120.93,0.0,1.0,2.0,8.0,0.12,12.0,17.0,6.0,12.0,17.0,20.0,8.0,b'N'
